1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.09863,1.09854,1.09818,1.09757,1.09669,1.09556,1.09418,1.09256,1.09069,1.08859,1.08626,1.08371,1.08095,1.07799,1.07483,1.07148,1.06797,1.06429,1.06046,1.05648,1.05238,1.04817,1.04385,1.03943,1.03494,1.03038,1.02577,1.02111,1.01642,1.01172,1.007,1.00229,0.997603,0.992939,0.988314,0.983738,0.979222,0.974775,0.970407,0.966127,0.961945,0.957869,0.953907,0.950067,0.946357,0.942782,0.939351,0.936069,0.932942,0.929976,0.927176,0.924546,0.922092,0.919817,0.917725,0.915819,0.914103,0.912579,0.91125,0.910117,0.909183,0.908449,0.907915,0.907584,0.907455,0.907528,0.907804,0.908282,0.908962,0.909841,0.910919,0.912195,0.913666,0.915329,0.917183,0.919225,0.92145,0.923855,0.926437,0.929191,0.932112,0.935195,0.938435,0.941826,0.945362,0.949035,0.952841,0.95677,0.960815,0.964969,0.969222,0.973567,0.977993,0.982491,0.987052,0.991665,0.996319,1.001,1.00571,1.01042,1.01513,1.01983,1.02449,1.02912,1.0337,1.03821,1.04264,1.04699,1.05124,1.05537,1.05938,1.06325,1.06697,1.07053,1.07393,1.07714,1.08016,1.08298,1.08558,1.08797,1.09014,1.09207,1.09376,1.09521,1.09641,1.09735,1.09804,1.09846
1.20589,1.20674,1.20696,1.20654,1.20549,1.20382,1.20153,1.19863,1.19514,1.19108,1.18646,1.18131,1.17564,1.1695,1.1629,1.15588,1.14846,1.14068,1.13257,1.12416,1.11548,1.10657,1.09746,1.08818,1.07877,1.06925,1.05966,1.05002,1.04036,1.03072,1.02111,1.01156,1.00209,0.992726,0.983491,0.974401,0.965475,0.956729,0.94818,0.939842,0.931728,0.92385,0.91622,0.908847,0.901742,0.894912,0.888366,0.882109,0.876149,0.87049,0.865137,0.860096,0.855368,0.850959,0.846871,0.843106,0.839667,0.836556,0.833774,0.831322,0.829203,0.827416,0.825963,0.824843,0.824059,0.823609,0.823495,0.823716,0.824272,0.825162,0.826387,0.827946,0.829839,0.832064,0.83462,0.837507,0.840722,0.844264,0.848131,0.852321,0.85683,0.861657,0.866797,0.872246,0.878001,0.884055,0.890403,0.897039,0.903956,0.911146,0.9186,0.926309,0.934262,0.942448,0.950854,0.959466,0.96827,0.97725,0.986388,0.995665,1.00506,1.01456,1.02413,1.03376,1.04341,1.05306,1.06269,1.07226,1.08175,1.09113,1.10036,1.10941,1.11825,1.12685,1.13517,1.14318,1.15085,1.15815,1.16504,1.1715,1.17749,1.18299,1.18798,1.19242,1.19631,1.19961,1.20232,1.20442
1.31872,1.3222,1.32454,1.32575,1.3258,1.32469,1.32244,1.31906,1.31458,1.30902,1.30242,1.29483,1.28629,1.27687,1.26661,1.25559,1.24387,1.23151,1.21859,1.20517,1.19131,1.17709,1.16258,1.14782,1.1329,1.11786,1.10276,1.08765,1.07259,1.05762,1.04277,1.0281,1.01363,0.999395,0.985429,0.971756,0.958399,0.945379,0.932713,0.920418,0.908507,0.896991,0.885881,0.875183,0.864906,0.855053,0.845629,0.836637,0.82808,0.819957,0.812271,0.805021,0.798206,0.791826,0.78588,0.780367,0.775284,0.770631,0.766406,0.762607,0.759232,0.756281,0.753752,0.751643,0.749954,0.748683,0.74783,0.747395,0.747378,0.747777,0.748594,0.749829,0.751482,0.753555,0.756048,0.758963,0.7623,0.766062,0.77025,0.774865,0.77991,0.785385,0.791292,0.797632,0.804408,0.811618,0.819264,0.827347,0.835864,0.844816,0.8542,0.864013,0.874251,0.884909,0.895982,0.90746,0.919335,0.931595,0.944226,0.957215,0.970541,0.984187,0.998127,1.01234,1.02679,1.04145,1.05628,1.07124,1.0863,1.10141,1.11651,1.13156,1.1465,1.16128,1.17582,1.19007,1.20396,1.21743,1.2304,1.24281,1.2546,1.26568,1.27601,1.28551,1.29412,1.3018,1.30849,1.31414
1.43127,1.43985,1.44672,1.4518,1.45505,1.45644,1.45595,1.45359,1.44939,1.44337,1.43561,1.42616,1.41512,1.40258,1.38864,1.37342,1.35705,1.33963,1.32132,1.30221,1.28245,1.26216,1.24145,1.22043,1.19921,1.17789,1.15656,1.13531,1.11421,1.09334,1.07275,1.05251,1.03265,1.01322,0.994266,0.975805,0.957868,0.940473,0.923639,0.907378,0.891699,0.876607,0.862107,0.848201,0.834887,0.822164,0.810027,0.798473,0.787496,0.777089,0.767246,0.75796,0.749223,0.741028,0.733367,0.726232,0.719618,0.713516,0.70792,0.702824,0.698221,0.694107,0.690476,0.687324,0.684646,0.68244,0.680703,0.679432,0.678626,0.678284,0.678404,0.678988,0.680036,0.68155,0.683531,0.685981,0.688905,0.692305,0.696185,0.700552,0.705409,0.710762,0.716618,0.722982,0.729863,0.737266,0.745199,0.753671,0.762687,0.772256,0.782385,0.793081,0.804351,0.8162,0.828634,0.841656,0.855271,0.869479,0.884279,0.89967,0.915646,0.9322,0.949321,0.966995,0.985203,1.00392,1.02313,1.04278,1.06284,1.08327,1.10402,1.12502,1.14621,1.16752,1.18886,1.21014,1.23128,1.25216,1.27268,1.29272,1.31217,1.33089,1.34876,1.36565,1.38145,1.39602,1.40926,1.42104
1.53417,1.55111,1.56577,1.57797,1.58756,1.59445,1.59854,1.59977,1.59815,1.59368,1.58642,1.57647,1.56393,1.54897,1.53174,1.51243,1.49126,1.46843,1.44416,1.41867,1.39217,1.36488,1.337,1.3087,1.28018,1.25158,1.22307,1.19475,1.16677,1.1392,1.11215,1.08569,1.05988,1.03476,1.01039,0.986788,0.963981,0.941985,0.92081,0.900461,0.880937,0.862234,0.844344,0.827258,0.810964,0.795448,0.780694,0.766687,0.75341,0.740847,0.72898,0.717792,0.707267,0.697389,0.688141,0.679508,0.671476,0.664031,0.657159,0.650849,0.645089,0.639868,0.635177,0.631007,0.62735,0.624199,0.621548,0.619392,0.617727,0.61655,0.615858,0.61565,0.615925,0.616684,0.617929,0.619662,0.621885,0.624604,0.627824,0.63155,0.635789,0.64055,0.645842,0.651673,0.658056,0.665,0.672519,0.680626,0.689336,0.69866,0.708618,0.719223,0.730492,0.742441,0.75509,0.768452,0.782547,0.797391,0.812998,0.829385,0.846567,0.864552,0.883353,0.902977,0.923425,0.944701,0.966797,0.989704,1.0134,1.03788,1.06308,1.08899,1.11553,1.14266,1.17029,1.19834,1.2267,1.25524,1.28385,1.31237,1.34064,1.36847,1.39569,1.42208,1.44744,1.47154,1.49418,1.51512
1.61462,1.64349,1.66979,1.69317,1.71329,1.72987,1.74267,1.75148,1.75617,1.75666,1.75296,1.7451,1.73323,1.71753,1.69823,1.67561,1.64999,1.62171,1.59113,1.55862,1.52453,1.4892,1.45298,1.41617,1.37906,1.34191,1.30494,1.26836,1.23233,1.19701,1.16252,1.12895,1.09638,1.06488,1.03447,1.0052,0.977079,0.95011,0.924291,0.899612,0.876057,0.853606,0.832234,0.811914,0.792617,0.774313,0.756972,0.740561,0.725049,0.710407,0.696603,0.683608,0.671395,0.659936,0.649205,0.639177,0.62983,0.621141,0.613089,0.605655,0.598822,0.592573,0.586893,0.581767,0.577184,0.573132,0.569602,0.566584,0.564071,0.562057,0.560537,0.559508,0.558966,0.55891,0.559341,0.560258,0.561665,0.563565,0.565962,0.568862,0.572272,0.576201,0.580658,0.585653,0.5912,0.597311,0.604001,0.611286,0.619184,0.627714,0.636895,0.646752,0.657303,0.668576,0.680596,0.693389,0.706982,0.721408,0.736693,0.752869,0.769969,0.788022,0.80706,0.827114,0.848214,0.870386,0.893659,0.918049,0.94358,0.970259,0.998095,1.02708,1.05721,1.08845,1.12077,1.15411,1.1884,1.22355,1.25943,1.29591,1.33283,1.36999,1.40716,1.4441,1.48052,1.51612,1.55057,1.58352
1.65814,1.70184,1.74332,1.78198,1.81725,1.84856,1.87536,1.89718,1.9136,1.92431,1.9291,1.92786,1.92063,1.90755,1.88889,1.86499,1.83631,1.80335,1.76666,1.72683,1.68443,1.64004,1.59419,1.5474,1.50012,1.45278,1.40574,1.35929,1.31371,1.26921,1.22595,1.18408,1.14367,1.10481,1.06753,1.03185,0.997771,0.965286,0.934368,0.904983,0.877091,0.850646,0.825601,0.801904,0.779502,0.758345,0.738378,0.719552,0.701816,0.685122,0.669424,0.654677,0.640839,0.627871,0.615733,0.604391,0.593811,0.583962,0.574814,0.566341,0.558518,0.551321,0.54473,0.538724,0.533286,0.528401,0.524053,0.52023,0.516922,0.514117,0.511809,0.509991,0.508656,0.507802,0.507425,0.507525,0.508102,0.509157,0.510693,0.512715,0.515229,0.518241,0.521761,0.525798,0.530365,0.535473,0.54114,0.54738,0.554212,0.561656,0.569735,0.578471,0.587892,0.598022,0.608897,0.620544,0.632998,0.646297,0.660481,0.675586,0.691661,0.708747,0.726894,0.746149,0.766565,0.788192,0.811082,0.835292,0.860867,0.887865,0.916329,0.946306,0.977832,1.01094,1.04565,1.08196,1.11988,1.15938,1.20039,1.24286,1.28665,1.33164,1.37763,1.4244,1.47165,1.51906,1.56624,1.61276
1.65252,1.71186,1.77024,1.8269,1.88099,1.93164,1.97792,2.01893,2.0538,2.08174,2.10212,2.11442,2.11835,2.11381,2.10092,2.08,2.05156,2.01627,1.97491,1.92836,1.87751,1.82329,1.76658,1.7082,1.64891,1.58938,1.53019,1.47183,1.4147,1.35912,1.30534,1.25354,1.20384,1.15631,1.111,1.0679,1.02699,0.988237,0.95158,0.916949,0.884271,0.853464,0.824445,0.797131,0.771438,0.747283,0.724587,0.703274,0.683269,0.664502,0.646908,0.630423,0.614988,0.600548,0.587051,0.574448,0.562696,0.551751,0.541576,0.532134,0.523393,0.515321,0.507892,0.50108,0.494861,0.489214,0.484121,0.479564,0.475529,0.472001,0.468969,0.466423,0.464355,0.462758,0.461627,0.460957,0.460747,0.460996,0.461705,0.462876,0.464513,0.46662,0.469205,0.472276,0.475843,0.479917,0.484513,0.489644,0.495329,0.501586,0.508437,0.515904,0.524013,0.532793,0.542272,0.552487,0.563468,0.57526,0.587903,0.601439,0.615918,0.631397,0.647925,0.665564,0.684377,0.704432,0.725796,0.748547,0.772762,0.798515,0.825901,0.85499,0.885878,0.918641,0.953365,0.990125,1.02899,1.07001,1.11324,1.15869,1.20636,1.25621,1.30817,1.36211,1.41783,1.47511,1.5336,1.59291
1.59268,1.66532,1.73914,1.81337,1.8871,1.95925,2.0286,2.09382,2.15352,2.20628,2.25074,2.28568,2.31008,2.32321,2.32466,2.31439,2.29273,2.26035,2.2182,2.16745,2.10945,2.04558,1.97726,1.90583,1.83253,1.75847,1.68459,1.61169,1.54041,1.47126,1.40461,1.34072,1.27975,1.22179,1.16689,1.115,1.06608,1.02003,0.976763,0.936148,0.898061,0.862372,0.82895,0.797667,0.768396,0.741017,0.715413,0.691475,0.669099,0.648187,0.628649,0.610399,0.593357,0.577452,0.562613,0.548778,0.535889,0.523892,0.512738,0.502381,0.492779,0.483894,0.47569,0.468137,0.461204,0.454865,0.449096,0.443875,0.439184,0.435004,0.431321,0.428121,0.425392,0.423124,0.42131,0.419943,0.419018,0.418532,0.418482,0.418869,0.419694,0.420959,0.422669,0.424831,0.427451,0.430539,0.434106,0.438164,0.442729,0.447818,0.453447,0.459639,0.466418,0.473808,0.481838,0.490538,0.499946,0.510092,0.521028,0.532786,0.545421,0.558987,0.573539,0.589134,0.605847,0.623745,0.642909,0.663417,0.685367,0.708848,0.733962,0.76083,0.789546,0.820252,0.853056,0.888099,0.925507,0.965411,1.00795,1.05323,1.10137,1.15247,1.20659,1.26377,1.32399,1.38718,1.4532,1.52182
1.48372,1.56441,1.64872,1.73618,1.82607,1.91746,2.00917,2.09972,2.1874,2.27025,2.34619,2.41304,2.46873,2.51136,2.53941,2.55183,2.54817,2.52856,2.49376,2.44506,2.38417,2.31309,2.23393,2.14884,2.05984,1.96877,1.87723,1.78655,1.69779,1.61179,1.52914,1.45024,1.37535,1.30459,1.23797,1.17545,1.11691,1.0622,1.01113,0.963532,0.919193,0.877915,0.839502,0.803763,0.770514,0.739584,0.710809,0.684036,0.659123,0.635938,0.614359,0.594275,0.57558,0.55818,0.541987,0.52692,0.512906,0.499878,0.487774,0.476536,0.466115,0.456462,0.447534,0.439293,0.431703,0.424731,0.418349,0.412529,0.407249,0.402486,0.398222,0.394439,0.391123,0.388261,0.385842,0.383856,0.382296,0.381155,0.38043,0.380117,0.380216,0.380726,0.38165,0.38299,0.384752,0.386942,0.389569,0.392643,0.396174,0.400178,0.404669,0.409665,0.415187,0.421256,0.427897,0.435139,0.443009,0.451546,0.460779,0.47076,0.481518,0.493119,0.505605,0.519037,0.533478,0.549007,0.565686,0.583609,0.602862,0.62355,0.645772,0.669649,0.695315,0.722884,0.752537,0.784398,0.81866,0.855487,0.895073,0.937616,0.983304,1.03236,1.08496,1.14131,1.20157,1.26589,1.33434,1.40698
